Date Time,Power (kW)
8/8/2018 21:35,0
8/8/2018 21:40,0
8/8/2018 21:45,0
8/8/2018 21:50,0
8/8/2018 21:55,0
8/8/2018 22:00,0
8/8/2018 22:05,0
8/8/2018 22:10,0
8/8/2018 22:15,0
8/8/2018 22:20,0
8/8/2018 22:25,0
8/8/2018 22:30,0
8/8/2018 22:35,0
8/8/2018 22:40,0
8/8/2018 22:45,0
8/8/2018 22:50,0
8/8/2018 22:55,0
8/8/2018 23:00,0
8/8/2018 23:05,0
8/8/2018 23:10,0
8/8/2018 23:15,0
8/8/2018 23:20,0
8/8/2018 23:25,0
8/8/2018 23:30,0
8/8/2018 23:35,0
8/8/2018 23:40,0
8/8/2018 23:45,0
8/8/2018 23:50,0
8/8/2018 23:55,0
8/9/2018 0:00,0
8/9/2018 0:05,0
8/9/2018 0:10,0
8/9/2018 0:15,0
8/9/2018 0:20,0
8/9/2018 0:25,0
8/9/2018 0:30,0
8/9/2018 0:35,0
8/9/2018 0:40,0
8/9/2018 0:45,0
8/9/2018 0:50,0
8/9/2018 0:55,0
8/9/2018 1:00,0
8/9/2018 1:05,0
8/9/2018 1:10,0
8/9/2018 1:15,0
8/9/2018 1:20,0
8/9/2018 1:25,0
8/9/2018 1:30,0
8/9/2018 1:35,0
8/9/2018 1:40,0
8/9/2018 1:45,0
8/9/2018 1:50,0
8/9/2018 1:55,0
8/9/2018 2:00,0
8/9/2018 2:05,0
8/9/2018 2:10,0
8/9/2018 2:15,0
8/9/2018 2:20,0
8/9/2018 2:25,0
8/9/2018 2:30,0
8/9/2018 2:35,0
8/9/2018 2:40,0
8/9/2018 2:45,0
8/9/2018 2:50,0
8/9/2018 2:55,0
8/9/2018 3:00,0
8/9/2018 3:05,0
8/9/2018 3:10,0
8/9/2018 3:15,0
8/9/2018 3:20,0
8/9/2018 3:25,0
8/9/2018 3:30,0
8/9/2018 3:35,0
8/9/2018 3:40,0
8/9/2018 3:45,0
8/9/2018 3:50,0
8/9/2018 3:55,0
8/9/2018 4:00,0
8/9/2018 4:05,0
8/9/2018 4:10,0
8/9/2018 4:15,0
8/9/2018 4:20,0
8/9/2018 4:25,0
8/9/2018 4:30,0
8/9/2018 4:35,0
8/9/2018 4:40,0
8/9/2018 4:45,0
8/9/2018 4:50,0
8/9/2018 4:55,0
8/9/2018 5:00,0
8/9/2018 5:05,0
8/9/2018 5:10,0
8/9/2018 5:15,0
8/9/2018 5:20,0
8/9/2018 5:25,0
8/9/2018 5:30,0
8/9/2018 5:35,0
8/9/2018 5:40,0
8/9/2018 5:45,0
8/9/2018 5:50,0
8/9/2018 5:55,0
8/9/2018 6:00,0
8/9/2018 6:05,0
8/9/2018 6:10,0
8/9/2018 6:15,0.39
8/9/2018 6:20,4.21
8/9/2018 6:25,6.54
8/9/2018 6:30,9.64
8/9/2018 6:35,12.08
8/9/2018 6:40,14.91
8/9/2018 6:45,17.61
8/9/2018 6:50,19.84
8/9/2018 6:55,22.34
8/9/2018 7:00,25.36
8/9/2018 7:05,28.53
8/9/2018 7:10,32.45
8/9/2018 7:15,36
8/9/2018 7:20,42.39
8/9/2018 7:25,46.47
8/9/2018 7:30,51.15
8/9/2018 7:35,58.7
8/9/2018 7:40,64.21
8/9/2018 7:45,73.75
8/9/2018 7:50,78.08
8/9/2018 7:55,83.21
8/9/2018 8:00,91.49
8/9/2018 8:05,99.92
8/9/2018 8:10,106.42
8/9/2018 8:15,114.77
8/9/2018 8:20,123.93
8/9/2018 8:25,132.88
8/9/2018 8:30,134.79
8/9/2018 8:35,151.31
8/9/2018 8:40,158.81
8/9/2018 8:45,170
8/9/2018 8:50,178.3
8/9/2018 8:55,188.31
8/9/2018 9:00,198.22
8/9/2018 9:05,209.58
8/9/2018 9:10,217.69
8/9/2018 9:15,225.54
8/9/2018 9:20,233.68
8/9/2018 9:25,243.74
8/9/2018 9:30,254.75
8/9/2018 9:35,261.98
8/9/2018 9:40,269.45
8/9/2018 9:45,279.06
8/9/2018 9:50,284.36
8/9/2018 9:55,294.79
8/9/2018 10:00,302.68
8/9/2018 10:05,309.96
8/9/2018 10:10,318.2
8/9/2018 10:15,327.18
8/9/2018 10:20,339.9
8/9/2018 10:25,296.63
8/9/2018 10:30,352.34
8/9/2018 10:35,252.51
8/9/2018 10:40,292.88
8/9/2018 10:45,307.98
8/9/2018 10:50,395.32
8/9/2018 10:55,243.12
8/9/2018 11:00,263.1
8/9/2018 11:05,464.68
8/9/2018 11:10,327.16
8/9/2018 11:15,313.37
8/9/2018 11:20,399.11
8/9/2018 11:25,457.88
8/9/2018 11:30,391.61
8/9/2018 11:35,286.39
8/9/2018 11:40,126.38
8/9/2018 11:45,132.69
8/9/2018 11:50,206.91
8/9/2018 11:55,317.83
8/9/2018 12:00,293.81
8/9/2018 12:05,220.92
8/9/2018 12:10,206.09
8/9/2018 12:15,218.61
8/9/2018 12:20,343.52
8/9/2018 12:25,373.38
8/9/2018 12:30,553.18
8/9/2018 12:35,446.6
8/9/2018 12:40,516.86
8/9/2018 12:45,425.92
8/9/2018 12:50,497.72
8/9/2018 12:55,266.52
8/9/2018 13:00,376.95
8/9/2018 13:05,536.67
8/9/2018 13:10,468.44
8/9/2018 13:15,419.16
8/9/2018 13:20,530.46
8/9/2018 13:25,488.16
8/9/2018 13:30,407.57
8/9/2018 13:35,239.59
8/9/2018 13:40,360.61
8/9/2018 13:45,522.98
8/9/2018 13:50,503.23
8/9/2018 13:55,501.04
8/9/2018 14:00,478.42
8/9/2018 14:05,322.69
8/9/2018 14:10,485.78
8/9/2018 14:15,544.36
8/9/2018 14:20,527.18
8/9/2018 14:25,532.64
8/9/2018 14:30,519.7
8/9/2018 14:35,510.22
8/9/2018 14:40,499.22
8/9/2018 14:45,488.7
8/9/2018 14:50,475.94
8/9/2018 14:55,472.2
8/9/2018 15:00,464.6
8/9/2018 15:05,465.96
8/9/2018 15:10,462.92
8/9/2018 15:15,462.23
8/9/2018 15:20,452.46
8/9/2018 15:25,456.8
8/9/2018 15:30,221.35
8/9/2018 15:35,135.56
8/9/2018 15:40,143.81
8/9/2018 15:45,115.98
8/9/2018 15:50,110.01
8/9/2018 15:55,112.67
8/9/2018 16:00,117.36
8/9/2018 16:05,119.08
8/9/2018 16:10,111.38
8/9/2018 16:15,106.96
8/9/2018 16:20,105.85
8/9/2018 16:25,114.89
8/9/2018 16:30,135.93
8/9/2018 16:35,219.33
8/9/2018 16:40,207.36
8/9/2018 16:45,251.75
8/9/2018 16:50,330.06
8/9/2018 16:55,319.2
8/9/2018 17:00,309.88
8/9/2018 17:05,302.52
8/9/2018 17:10,298.93
8/9/2018 17:15,276.01
8/9/2018 17:20,256.87
8/9/2018 17:25,224.99
8/9/2018 17:30,176.47
8/9/2018 17:35,203.19
8/9/2018 17:40,207.32
8/9/2018 17:45,198.53
8/9/2018 17:50,189.95
8/9/2018 17:55,181.72
8/9/2018 18:00,168.29
8/9/2018 18:05,152.43
8/9/2018 18:10,138.63
8/9/2018 18:15,127.46
8/9/2018 18:20,113.76
8/9/2018 18:25,102.2
8/9/2018 18:30,91.48
8/9/2018 18:35,80.25
8/9/2018 18:40,71.29
8/9/2018 18:45,62.6
8/9/2018 18:50,51.91
8/9/2018 18:55,42.25
8/9/2018 19:00,34.03
8/9/2018 19:05,26.28
8/9/2018 19:10,20.01
8/9/2018 19:15,14.85
8/9/2018 19:20,10.26
8/9/2018 19:25,6.23
8/9/2018 19:30,3.18
8/9/2018 19:35,0.87
8/9/2018 19:40,0
8/9/2018 19:45,0
8/9/2018 19:50,0
8/9/2018 19:55,0
8/9/2018 20:00,0
8/9/2018 20:05,0
8/9/2018 20:10,0
8/9/2018 20:15,0
8/9/2018 20:20,0
8/9/2018 20:25,0
8/9/2018 20:30,0
8/9/2018 20:35,0
8/9/2018 20:40,0
8/9/2018 20:45,0
8/9/2018 20:50,0
8/9/2018 20:55,0
8/9/2018 21:00,0
8/9/2018 21:05,0
8/9/2018 21:10,0
8/9/2018 21:15,0
8/9/2018 21:20,0
8/9/2018 21:25,0
8/9/2018 21:30,0
8/9/2018 21:35,0
8/9/2018 21:40,0
8/9/2018 21:45,0
8/9/2018 21:50,0
8/9/2018 21:55,0
8/9/2018 22:00,0
8/9/2018 22:05,0
8/9/2018 22:10,0
8/9/2018 22:15,0
8/9/2018 22:20,0
8/9/2018 22:25,0
8/9/2018 22:30,0
8/9/2018 22:35,0
8/9/2018 22:40,0
8/9/2018 22:45,0
8/9/2018 22:50,0
8/9/2018 22:55,0
8/9/2018 23:00,0
8/9/2018 23:05,0
8/9/2018 23:10,0
8/9/2018 23:15,0
8/9/2018 23:20,0
8/9/2018 23:25,0
8/9/2018 23:30,0
8/9/2018 23:35,0
8/9/2018 23:40,0
8/9/2018 23:45,0
8/9/2018 23:50,0
8/9/2018 23:55,0
8/10/2018 0:00,0
8/10/2018 0:05,0
8/10/2018 0:10,0
8/10/2018 0:15,0
8/10/2018 0:20,0
8/10/2018 0:25,0
8/10/2018 0:30,0
8/10/2018 0:35,0
8/10/2018 0:40,0
8/10/2018 0:45,0
8/10/2018 0:50,0
8/10/2018 0:55,0
8/10/2018 1:00,0
8/10/2018 1:05,0
8/10/2018 1:10,0
8/10/2018 1:15,0
8/10/2018 1:20,0
8/10/2018 1:25,0
8/10/2018 1:30,0
8/10/2018 1:35,0
8/10/2018 1:40,0
8/10/2018 1:45,0
8/10/2018 1:50,0
8/10/2018 1:55,0
8/10/2018 2:00,0
8/10/2018 2:05,0
8/10/2018 2:10,0
8/10/2018 2:15,0
8/10/2018 2:20,0
8/10/2018 2:25,0
8/10/2018 2:30,0
8/10/2018 2:35,0
8/10/2018 2:40,0
8/10/2018 2:45,0
8/10/2018 2:50,0
8/10/2018 2:55,0
8/10/2018 3:00,0
8/10/2018 3:05,0
8/10/2018 3:10,0
8/10/2018 3:15,0
8/10/2018 3:20,0
8/10/2018 3:25,0
8/10/2018 3:30,0
8/10/2018 3:35,0
8/10/2018 3:40,0
8/10/2018 3:45,0
8/10/2018 3:50,0
8/10/2018 3:55,0
8/10/2018 4:00,0
8/10/2018 4:05,0
8/10/2018 4:10,0
8/10/2018 4:15,0
8/10/2018 4:20,0
8/10/2018 4:25,0
8/10/2018 4:30,0
8/10/2018 4:35,0
8/10/2018 4:40,0
8/10/2018 4:45,0
8/10/2018 4:50,0
8/10/2018 4:55,0
8/10/2018 5:00,0
8/10/2018 5:05,0
8/10/2018 5:10,0
8/10/2018 5:15,0
8/10/2018 5:20,0
8/10/2018 5:25,0
8/10/2018 5:30,0
8/10/2018 5:35,0
8/10/2018 5:40,0
8/10/2018 5:45,0
8/10/2018 5:50,0
8/10/2018 5:55,0
8/10/2018 6:00,0
8/10/2018 6:05,0
8/10/2018 6:10,0
8/10/2018 6:15,0.27
8/10/2018 6:20,3.37
8/10/2018 6:25,6.19
8/10/2018 6:30,10.56
8/10/2018 6:35,14.16
8/10/2018 6:40,15.75
8/10/2018 6:45,18.18
8/10/2018 6:50,21.14
8/10/2018 6:55,24.22
8/10/2018 7:00,27.33
8/10/2018 7:05,30.12
8/10/2018 7:10,32.84
8/10/2018 7:15,35.88
8/10/2018 7:20,38.69
8/10/2018 7:25,41.97
8/10/2018 7:30,46.07
8/10/2018 7:35,50.73
8/10/2018 7:40,54.91
8/10/2018 7:45,58.99
8/10/2018 7:50,62.86
8/10/2018 7:55,67.27
8/10/2018 8:00,73.55
8/10/2018 8:05,78.99
8/10/2018 8:10,83.53
8/10/2018 8:15,85.5
8/10/2018 8:20,93.2
8/10/2018 8:25,102.94
8/10/2018 8:30,110.3
8/10/2018 8:35,118
8/10/2018 8:40,126.99
8/10/2018 8:45,138.08
8/10/2018 8:50,147.35
8/10/2018 8:55,156.78
8/10/2018 9:00,161.79
8/10/2018 9:05,168.88
8/10/2018 9:10,176.63
8/10/2018 9:15,185.6
8/10/2018 9:20,196.67
8/10/2018 9:25,205.64
8/10/2018 9:30,205.93
8/10/2018 9:35,208.67
8/10/2018 9:40,212.87
8/10/2018 9:45,224.66
8/10/2018 9:50,236.94
8/10/2018 9:55,241.67
8/10/2018 10:00,236.52
8/10/2018 10:05,242.58
8/10/2018 10:10,229.63
8/10/2018 10:15,184.74
8/10/2018 10:20,204.52
8/10/2018 10:25,288.36
8/10/2018 10:30,306.94
8/10/2018 10:35,279.23
8/10/2018 10:40,245.84
8/10/2018 10:45,305.75
8/10/2018 10:50,212.23
8/10/2018 10:55,288.09
8/10/2018 11:00,390.05
8/10/2018 11:05,343.19
8/10/2018 11:10,356.62
8/10/2018 11:15,394.52
8/10/2018 11:20,392.26
8/10/2018 11:25,400.98
8/10/2018 11:30,405.2
8/10/2018 11:35,410.64
8/10/2018 11:40,416.6
8/10/2018 11:45,402.65
8/10/2018 11:50,412.95
8/10/2018 11:55,384.26
8/10/2018 12:00,382.68
8/10/2018 12:05,367.16
8/10/2018 12:10,364.07
8/10/2018 12:15,369.34
8/10/2018 12:20,370.98
8/10/2018 12:25,384.58
8/10/2018 12:30,387.35
8/10/2018 12:35,401.24
8/10/2018 12:40,385.78
8/10/2018 12:45,390.7
8/10/2018 12:50,390.73
8/10/2018 12:55,405.06
8/10/2018 13:00,410.22
8/10/2018 13:05,423.26
8/10/2018 13:10,411.84
8/10/2018 13:15,405.88
8/10/2018 13:20,414.36
8/10/2018 13:25,427.8
8/10/2018 13:30,434.9
8/10/2018 13:35,422.74
8/10/2018 13:40,429.6
8/10/2018 13:45,436.66
8/10/2018 13:50,446.84
8/10/2018 13:55,446.55
8/10/2018 14:00,456.28
8/10/2018 14:05,430.5
8/10/2018 14:10,439.22
8/10/2018 14:15,436.73
8/10/2018 14:20,427.16
8/10/2018 14:25,419.14
8/10/2018 14:30,413.54
8/10/2018 14:35,401.1
8/10/2018 14:40,423.08
8/10/2018 14:45,421.68
8/10/2018 14:50,420.66
8/10/2018 14:55,413.28
8/10/2018 15:00,410.9
8/10/2018 15:05,404.8
8/10/2018 15:10,403
8/10/2018 15:15,392.32
8/10/2018 15:20,388.07
8/10/2018 15:25,388.38
8/10/2018 15:30,379.38
8/10/2018 15:35,373.66
8/10/2018 15:40,376.35
8/10/2018 15:45,371.74
8/10/2018 15:50,367.3
8/10/2018 15:55,357.16
8/10/2018 16:00,348.44
8/10/2018 16:05,335.57
8/10/2018 16:10,328.98
8/10/2018 16:15,321.42
8/10/2018 16:20,312.54
8/10/2018 16:25,301.94
8/10/2018 16:30,296.99
8/10/2018 16:35,294.1
8/10/2018 16:40,286.54
8/10/2018 16:45,280.26
8/10/2018 16:50,271.74
8/10/2018 16:55,261.85
8/10/2018 17:00,246.88
8/10/2018 17:05,231.8
8/10/2018 17:10,228.59
8/10/2018 17:15,216.85
8/10/2018 17:20,206.12
8/10/2018 17:25,197.78
8/10/2018 17:30,188.64
8/10/2018 17:35,170.16
8/10/2018 17:40,156.92
8/10/2018 17:45,141.69
8/10/2018 17:50,139.14
8/10/2018 17:55,129.47
8/10/2018 18:00,113.43
8/10/2018 18:05,106.8
8/10/2018 18:10,97.88
8/10/2018 18:15,89.47
8/10/2018 18:20,78
8/10/2018 18:25,65.33
8/10/2018 18:30,59.89
8/10/2018 18:35,53.95
8/10/2018 18:40,47.47
8/10/2018 18:45,41.04
8/10/2018 18:50,35.31
8/10/2018 18:55,30.04
8/10/2018 19:00,24.84
8/10/2018 19:05,19.42
8/10/2018 19:10,14.92
8/10/2018 19:15,16.33
8/10/2018 19:20,7.67
8/10/2018 19:25,4.48
8/10/2018 19:30,2.03
8/10/2018 19:35,0.29
8/10/2018 19:40,0
8/10/2018 19:45,0
8/10/2018 19:50,0
8/10/2018 19:55,0
8/10/2018 20:00,0
8/10/2018 20:05,0
8/10/2018 20:10,0
8/10/2018 20:15,0
8/10/2018 20:20,0
8/10/2018 20:25,0
8/10/2018 20:30,0
8/10/2018 20:35,0
8/10/2018 20:40,0
8/10/2018 20:45,0
8/10/2018 20:50,0
8/10/2018 20:55,0
8/10/2018 21:00,0
8/10/2018 21:05,0
8/10/2018 21:10,0
8/10/2018 21:15,0
8/10/2018 21:20,0
8/10/2018 21:25,0
8/10/2018 21:30,0
8/10/2018 21:35,0
8/10/2018 21:40,0
8/10/2018 21:45,0
8/10/2018 21:50,0
8/10/2018 21:55,0
8/10/2018 22:00,0
8/10/2018 22:05,0
8/10/2018 22:10,0
8/10/2018 22:15,0
8/10/2018 22:20,0
8/10/2018 22:25,0
8/10/2018 22:30,0
8/10/2018 22:35,0
8/10/2018 22:40,0
8/10/2018 22:45,0
8/10/2018 22:50,0
8/10/2018 22:55,0
8/10/2018 23:00,0
8/10/2018 23:05,0
8/10/2018 23:10,0
8/10/2018 23:15,0
8/10/2018 23:20,0
8/10/2018 23:25,0
8/10/2018 23:30,0
8/10/2018 23:35,0
8/10/2018 23:40,0
8/10/2018 23:45,0
8/10/2018 23:50,0
8/10/2018 23:55,0
8/11/2018 0:00,0
8/11/2018 0:05,0
8/11/2018 0:10,0
8/11/2018 0:15,0
8/11/2018 0:20,0
8/11/2018 0:25,0
8/11/2018 0:30,0
8/11/2018 0:35,0
8/11/2018 0:40,0
8/11/2018 0:45,0
8/11/2018 0:50,0
8/11/2018 0:55,0
8/11/2018 1:00,0
8/11/2018 1:05,0
8/11/2018 1:10,0
8/11/2018 1:15,0
8/11/2018 1:20,0
8/11/2018 1:25,0
8/11/2018 1:30,0
8/11/2018 1:35,0
8/11/2018 1:40,0
8/11/2018 1:45,0
8/11/2018 1:50,0
8/11/2018 1:55,0
8/11/2018 2:00,0
8/11/2018 2:05,0
8/11/2018 2:10,0
8/11/2018 2:15,0
8/11/2018 2:20,0
8/11/2018 2:25,0
8/11/2018 2:30,0
8/11/2018 2:35,0
8/11/2018 2:40,0
8/11/2018 2:45,0
8/11/2018 2:50,0
8/11/2018 2:55,0
8/11/2018 3:00,0
8/11/2018 3:05,0
8/11/2018 3:10,0
8/11/2018 3:15,0
8/11/2018 3:20,0
8/11/2018 3:25,0
8/11/2018 3:30,0
8/11/2018 3:35,0
8/11/2018 3:40,0
8/11/2018 3:45,0
8/11/2018 3:50,0
8/11/2018 3:55,0
8/11/2018 4:00,0
8/11/2018 4:05,0
8/11/2018 4:10,0
8/11/2018 4:15,0
8/11/2018 4:20,0
8/11/2018 4:25,0
8/11/2018 4:30,0
8/11/2018 4:35,0
8/11/2018 4:40,0
8/11/2018 4:45,0
8/11/2018 4:50,0
8/11/2018 4:55,0
8/11/2018 5:00,0
8/11/2018 5:05,0
8/11/2018 5:10,0
8/11/2018 5:15,0
8/11/2018 5:20,0
8/11/2018 5:25,0
8/11/2018 5:30,0
8/11/2018 5:35,0
8/11/2018 5:40,0
8/11/2018 5:45,0
8/11/2018 5:50,0
8/11/2018 5:55,0
8/11/2018 6:00,0
8/11/2018 6:05,0
8/11/2018 6:10,0
8/11/2018 6:15,0.93
8/11/2018 6:20,4.24
8/11/2018 6:25,6.55
8/11/2018 6:30,9.12
8/11/2018 6:35,12.2
8/11/2018 6:40,15.43
8/11/2018 6:45,18.26
8/11/2018 6:50,21.19
8/11/2018 6:55,23.93
8/11/2018 7:00,26.76
8/11/2018 7:05,29.81
8/11/2018 7:10,32.82
8/11/2018 7:15,36.44
8/11/2018 7:20,40.59
8/11/2018 7:25,45.1
8/11/2018 7:30,50
8/11/2018 7:35,55.4
8/11/2018 7:40,61.44
8/11/2018 7:45,68.14
8/11/2018 7:50,74.59
8/11/2018 7:55,81.69
8/11/2018 8:00,89.7
8/11/2018 8:05,99.34
8/11/2018 8:10,107.29
8/11/2018 8:15,115.78
8/11/2018 8:20,124.7
8/11/2018 8:25,134.52
8/11/2018 8:30,143.45
8/11/2018 8:35,152.02
8/11/2018 8:40,161.69
8/11/2018 8:45,172.2
8/11/2018 8:50,180.82
8/11/2018 8:55,188.95
8/11/2018 9:00,198.2
8/11/2018 9:05,207.79
8/11/2018 9:10,216.8
8/11/2018 9:15,225.76
8/11/2018 9:20,235.75
8/11/2018 9:25,244.52
8/11/2018 9:30,253.99
8/11/2018 9:35,262.43
8/11/2018 9:40,270.63
8/11/2018 9:45,280.5
8/11/2018 9:50,290.77
8/11/2018 9:55,299.73
8/11/2018 10:00,308.3
8/11/2018 10:05,316.94
8/11/2018 10:10,325.56
8/11/2018 10:15,335.13
8/11/2018 10:20,342
8/11/2018 10:25,348.66
8/11/2018 10:30,356.02
8/11/2018 10:35,362.4
8/11/2018 10:40,367.74
8/11/2018 10:45,372.98
8/11/2018 10:50,378.14
8/11/2018 10:55,386
8/11/2018 11:00,392.13
8/11/2018 11:05,398.58
8/11/2018 11:10,407.18
8/11/2018 11:15,414.06
8/11/2018 11:20,419.73
8/11/2018 11:25,425.74
8/11/2018 11:30,433.6
8/11/2018 11:35,436
8/11/2018 11:40,443.1
8/11/2018 11:45,450.76
8/11/2018 11:50,457.22
8/11/2018 11:55,459.38
8/11/2018 12:00,464.52
8/11/2018 12:05,467.95
8/11/2018 12:10,471.46
8/11/2018 12:15,477.66
8/11/2018 12:20,482.24
8/11/2018 12:25,485.63
8/11/2018 12:30,486.62
8/11/2018 12:35,487.06
8/11/2018 12:40,487.3
8/11/2018 12:45,487.27
8/11/2018 12:50,491.14
8/11/2018 12:55,491.9
8/11/2018 13:00,488.92
8/11/2018 13:05,490.5
8/11/2018 13:10,493.36
8/11/2018 13:15,496.12
8/11/2018 13:20,492.52
8/11/2018 13:25,497.1
8/11/2018 13:30,497.38
8/11/2018 13:35,497.5
8/11/2018 13:40,496.22
8/11/2018 13:45,493.96
8/11/2018 13:50,490.68
8/11/2018 13:55,490.14
8/11/2018 14:00,492.66
8/11/2018 14:05,489.3
8/11/2018 14:10,490
8/11/2018 14:15,487.65
8/11/2018 14:20,481.74
8/11/2018 14:25,477.18
8/11/2018 14:30,477.3
8/11/2018 14:35,473.5
8/11/2018 14:40,462.42
8/11/2018 14:45,462.44
8/11/2018 14:50,456.64
8/11/2018 14:55,450.63
8/11/2018 15:00,450.66
8/11/2018 15:05,438.64
8/11/2018 15:10,433.12
8/11/2018 15:15,441.35
8/11/2018 15:20,442.92
8/11/2018 15:25,437.64
8/11/2018 15:30,432.42
8/11/2018 15:35,416.45
8/11/2018 15:40,405.44
8/11/2018 15:45,399.12
8/11/2018 15:50,370.04
8/11/2018 15:55,349.82
8/11/2018 16:00,356.16
8/11/2018 16:05,346.34
8/11/2018 16:10,340.06
8/11/2018 16:15,343.28
8/11/2018 16:20,336.95
8/11/2018 16:25,322.88
8/11/2018 16:30,310.02
8/11/2018 16:35,294.29
8/11/2018 16:40,253.74
8/11/2018 16:45,192.23
8/11/2018 16:50,210.23
8/11/2018 16:55,225.77
8/11/2018 17:00,211.24
8/11/2018 17:05,215.96
8/11/2018 17:10,208.44
8/11/2018 17:15,200.87
8/11/2018 17:20,191.16
8/11/2018 17:25,197.61
8/11/2018 17:30,195.85
8/11/2018 17:35,182.82
8/11/2018 17:40,177.82
8/11/2018 17:45,169.74
8/11/2018 17:50,160.17
8/11/2018 17:55,145.35
8/11/2018 18:00,136.69
8/11/2018 18:05,128.82
8/11/2018 18:10,115.66
8/11/2018 18:15,105.52
8/11/2018 18:20,92.5
8/11/2018 18:25,83.47
8/11/2018 18:30,75.65
8/11/2018 18:35,63.77
8/11/2018 18:40,54.47
8/11/2018 18:45,45.46
8/11/2018 18:50,38.8
8/11/2018 18:55,33.55
8/11/2018 19:00,26.99
8/11/2018 19:05,21.4
8/11/2018 19:10,16.74
8/11/2018 19:15,12.59
8/11/2018 19:20,8.38
8/11/2018 19:25,4.79
8/11/2018 19:30,2.26
8/11/2018 19:35,0.38
8/11/2018 19:40,0
8/11/2018 19:45,0
8/11/2018 19:50,0
8/11/2018 19:55,0
8/11/2018 20:00,0
8/11/2018 20:05,0
8/11/2018 20:10,0
8/11/2018 20:15,0
8/11/2018 20:20,0
8/11/2018 20:25,0
8/11/2018 20:30,0
8/11/2018 20:35,0
8/11/2018 20:40,0
8/11/2018 20:45,0
8/11/2018 20:50,0
8/11/2018 20:55,0
8/11/2018 21:00,0
8/11/2018 21:05,0
8/11/2018 21:10,0
8/11/2018 21:15,0
8/11/2018 21:20,0
8/11/2018 21:25,0
8/11/2018 21:30,0
8/11/2018 21:35,0
8/11/2018 21:40,0
8/11/2018 21:45,0
8/11/2018 21:50,0
8/11/2018 21:55,0
8/11/2018 22:00,0
8/11/2018 22:05,0
8/11/2018 22:10,0
8/11/2018 22:15,0
8/11/2018 22:20,0
8/11/2018 22:25,0
8/11/2018 22:30,0
8/11/2018 22:35,0
8/11/2018 22:40,0
8/11/2018 22:45,0
8/11/2018 22:50,0
8/11/2018 22:55,0
8/11/2018 23:00,0
8/11/2018 23:05,0
8/11/2018 23:10,0
8/11/2018 23:15,0
8/11/2018 23:20,0
8/11/2018 23:25,0
8/11/2018 23:30,0
8/11/2018 23:35,0
8/11/2018 23:40,0
8/11/2018 23:45,0
8/11/2018 23:50,0
8/11/2018 23:55,0
8/12/2018 0:00,0
8/12/2018 0:05,0
8/12/2018 0:10,0
8/12/2018 0:15,0
8/12/2018 0:20,0
8/12/2018 0:25,0
8/12/2018 0:30,0
8/12/2018 0:35,0
8/12/2018 0:40,0
8/12/2018 0:45,0
8/12/2018 0:50,0
8/12/2018 0:55,0
8/12/2018 1:00,0
8/12/2018 1:05,0
8/12/2018 1:10,0
8/12/2018 1:15,0
8/12/2018 1:20,0
8/12/2018 1:25,0
8/12/2018 1:30,0
8/12/2018 1:35,0
8/12/2018 1:40,0
8/12/2018 1:45,0
8/12/2018 1:50,0
8/12/2018 1:55,0
8/12/2018 2:00,0
8/12/2018 2:05,0
8/12/2018 2:10,0
8/12/2018 2:15,0
8/12/2018 2:20,0
8/12/2018 2:25,0
8/12/2018 2:30,0
8/12/2018 2:35,0
8/12/2018 2:40,0
8/12/2018 2:45,0
8/12/2018 2:50,0
8/12/2018 2:55,0
8/12/2018 3:00,0
8/12/2018 3:05,0
8/12/2018 3:10,0
8/12/2018 3:15,0
8/12/2018 3:20,0
8/12/2018 3:25,0
8/12/2018 3:30,0
8/12/2018 3:35,0
8/12/2018 3:40,0
8/12/2018 3:45,0
8/12/2018 3:50,0
8/12/2018 3:55,0
8/12/2018 4:00,0
8/12/2018 4:05,0
8/12/2018 4:10,0
8/12/2018 4:15,0
8/12/2018 4:20,0
8/12/2018 4:25,0
8/12/2018 4:30,0
8/12/2018 4:35,0
8/12/2018 4:40,0
8/12/2018 4:45,0
8/12/2018 4:50,0
8/12/2018 4:55,0
8/12/2018 5:00,0
8/12/2018 5:05,0
8/12/2018 5:10,0
8/12/2018 5:15,0
8/12/2018 5:20,0
8/12/2018 5:25,0
8/12/2018 5:30,0
8/12/2018 5:35,0
8/12/2018 5:40,0
8/12/2018 5:45,0
8/12/2018 5:50,0
8/12/2018 5:55,0
8/12/2018 6:00,0
8/12/2018 6:05,0
8/12/2018 6:10,0
8/12/2018 6:15,0
8/12/2018 6:20,4.01
8/12/2018 6:25,7.49
8/12/2018 6:30,11.2
8/12/2018 6:35,16.2
8/12/2018 6:40,21.58
8/12/2018 6:45,24.08
8/12/2018 6:50,24.91
8/12/2018 6:55,25.6
8/12/2018 7:00,27.94
8/12/2018 7:05,30.46
8/12/2018 7:10,35.41
8/12/2018 7:15,36.59
8/12/2018 7:20,40.71
8/12/2018 7:25,45.25
8/12/2018 7:30,49.07
8/12/2018 7:35,54.17
8/12/2018 7:40,59.89
8/12/2018 7:45,67.6
8/12/2018 7:50,74.12
8/12/2018 7:55,80.69
8/12/2018 8:00,88.74
8/12/2018 8:05,96.25
8/12/2018 8:10,104.52
8/12/2018 8:15,112.73
8/12/2018 8:20,120.74
8/12/2018 8:25,129.66
8/12/2018 8:30,138.95
8/12/2018 8:35,148.6
8/12/2018 8:40,158.3
